"time","geo","unit","statinfo","hhcomp","hhcomp_label","statinfo_label","unit_label","value","flag"
2014,"EL","EUR","MED_EI","A2_2LT65","Two adults younger than 65 years","Median equivalised income","Euro",8938,
2015,"EL","EUR","MED_EI","A2_2LT65","Two adults younger than 65 years","Median equivalised income","Euro",8827,
2016,"EL","EUR","MED_EI","A2_2LT65","Two adults younger than 65 years","Median equivalised income","Euro",8633,
2017,"EL","EUR","MED_EI","A2_2LT65","Two adults younger than 65 years","Median equivalised income","Euro",8633,
2018,"EL","EUR","MED_EI","A2_2LT65","Two adults younger than 65 years","Median equivalised income","Euro",9147,
2019,"EL","EUR","MED_EI","A2_2LT65","Two adults younger than 65 years","Median equivalised income","Euro",10000,
2020,"EL","EUR","MED_EI","A2_2LT65","Two adults younger than 65 years","Median equivalised income","Euro",10333,
2021,"EL","EUR","MED_EI","A2_2LT65","Two adults younger than 65 years","Median equivalised income","Euro",10253,
2022,"EL","EUR","MED_EI","A2_2LT65","Two adults younger than 65 years","Median equivalised income","Euro",11543,
2023,"EL","EUR","MED_EI","A2_2LT65","Two adults younger than 65 years","Median equivalised income","Euro",11923,
2024,"EL","EUR","MED_EI","A2_2LT65","Two adults younger than 65 years","Median equivalised income","Euro",13180,
2025,"EL","EUR","MED_EI","A2_2LT65","Two adults younger than 65 years","Median equivalised income","Euro",14761,
1995,"EL","NAC","MED_EI","A2_2LT65","Two adults younger than 65 years","Median equivalised income","National currency",5069,
1996,"EL","NAC","MED_EI","A2_2LT65","Two adults younger than 65 years","Median equivalised income","National currency",5568,
1997,"EL","NAC","MED_EI","A2_2LT65","Two adults younger than 65 years","Median equivalised income","National currency",6178,
1998,"EL","NAC","MED_EI","A2_2LT65","Two adults younger than 65 years","Median equivalised income","National currency",6806,
1999,"EL","NAC","MED_EI","A2_2LT65","Two adults younger than 65 years","Median equivalised income","National currency",7326,
2000,"EL","NAC","MED_EI","A2_2LT65","Two adults younger than 65 years","Median equivalised income","National currency",7208,
2001,"EL","NAC","MED_EI","A2_2LT65","Two adults younger than 65 years","Median equivalised income","National currency",7742,
2003,"EL","NAC","MED_EI","A2_2LT65","Two adults younger than 65 years","Median equivalised income","National currency",9653,"b"
2004,"EL","NAC","MED_EI","A2_2LT65","Two adults younger than 65 years","Median equivalised income","National currency",9800,
2005,"EL","NAC","MED_EI","A2_2LT65","Two adults younger than 65 years","Median equivalised income","National currency",10633,
2006,"EL","NAC","MED_EI","A2_2LT65","Two adults younger than 65 years","Median equivalised income","National currency",11467,
2007,"EL","NAC","MED_EI","A2_2LT65","Two adults younger than 65 years","Median equivalised income","National currency",11893,
2008,"EL","NAC","MED_EI","A2_2LT65","Two adults younger than 65 years","Median equivalised income","National currency",13040,
2009,"EL","NAC","MED_EI","A2_2LT65","Two adults younger than 65 years","Median equivalised income","National currency",14000,
2010,"EL","NAC","MED_EI","A2_2LT65","Two adults younger than 65 years","Median equivalised income","National currency",14295,
2011,"EL","NAC","MED_EI","A2_2LT65","Two adults younger than 65 years","Median equivalised income","National currency",13078,
2012,"EL","NAC","MED_EI","A2_2LT65","Two adults younger than 65 years","Median equivalised income","National currency",10675,
2013,"EL","NAC","MED_EI","A2_2LT65","Two adults younger than 65 years","Median equivalised income","National currency",9533,
2014,"EL","NAC","MED_EI","A2_2LT65","Two adults younger than 65 years","Median equivalised income","National currency",8938,
2015,"EL","NAC","MED_EI","A2_2LT65","Two adults younger than 65 years","Median equivalised income","National currency",8827,
2016,"EL","NAC","MED_EI","A2_2LT65","Two adults younger than 65 years","Median equivalised income","National currency",8633,
2017,"EL","NAC","MED_EI","A2_2LT65","Two adults younger than 65 years","Median equivalised income","National currency",8633,
2018,"EL","NAC","MED_EI","A2_2LT65","Two adults younger than 65 years","Median equivalised income","National currency",9147,
2019,"EL","NAC","MED_EI","A2_2LT65","Two adults younger than 65 years","Median equivalised income","National currency",10000,
2020,"EL","NAC","MED_EI","A2_2LT65","Two adults younger than 65 years","Median equivalised income","National currency",10333,
2021,"EL","NAC","MED_EI","A2_2LT65","Two adults younger than 65 years","Median equivalised income","National currency",10253,
2022,"EL","NAC","MED_EI","A2_2LT65","Two adults younger than 65 years","Median equivalised income","National currency",11543,
2023,"EL","NAC","MED_EI","A2_2LT65","Two adults younger than 65 years","Median equivalised income","National currency",11923,
2024,"EL","NAC","MED_EI","A2_2LT65","Two adults younger than 65 years","Median equivalised income","National currency",13180,
2025,"EL","NAC","MED_EI","A2_2LT65","Two adults younger than 65 years","Median equivalised income","National currency",14761,
1995,"EL","PPS","MED_EI","A2_2LT65","Two adults younger than 65 years","Median equivalised income","Purchasing power standard (PPS)",7626,
1996,"EL","PPS","MED_EI","A2_2LT65","Two adults younger than 65 years","Median equivalised income","Purchasing power standard (PPS)",7927,
1997,"EL","PPS","MED_EI","A2_2LT65","Two adults younger than 65 years","Median equivalised income","Purchasing power standard (PPS)",8452,
1998,"EL","PPS","MED_EI","A2_2LT65","Two adults younger than 65 years","Median equivalised income","Purchasing power standard (PPS)",8947,
1999,"EL","PPS","MED_EI","A2_2LT65","Two adults younger than 65 years","Median equivalised income","Purchasing power standard (PPS)",9305,
2000,"EL","PPS","MED_EI","A2_2LT65","Two adults younger than 65 years","Median equivalised income","Purchasing power standard (PPS)",9488,
2001,"EL","PPS","MED_EI","A2_2LT65","Two adults younger than 65 years","Median equivalised income","Purchasing power standard (PPS)",9883,
2003,"EL","PPS","MED_EI","A2_2LT65","Two adults younger than 65 years","Median equivalised income","Purchasing power standard (PPS)",12038,"b"
2004,"EL","PPS","MED_EI","A2_2LT65","Two adults younger than 65 years","Median equivalised income","Purchasing power standard (PPS)",11412,
2005,"EL","PPS","MED_EI","A2_2LT65","Two adults younger than 65 years","Median equivalised income","Purchasing power standard (PPS)",12139,
2006,"EL","PPS","MED_EI","A2_2LT65","Two adults younger than 65 years","Median equivalised income","Purchasing power standard (PPS)",12994,
2007,"EL","PPS","MED_EI","A2_2LT65","Two adults younger than 65 years","Median equivalised income","Purchasing power standard (PPS)",13356,
2008,"EL","PPS","MED_EI","A2_2LT65","Two adults younger than 65 years","Median equivalised income","Purchasing power standard (PPS)",14527,
2009,"EL","PPS","MED_EI","A2_2LT65","Two adults younger than 65 years","Median equivalised income","Purchasing power standard (PPS)",15376,
2010,"EL","PPS","MED_EI","A2_2LT65","Two adults younger than 65 years","Median equivalised income","Purchasing power standard (PPS)",15054,
2011,"EL","PPS","MED_EI","A2_2LT65","Two adults younger than 65 years","Median equivalised income","Purchasing power standard (PPS)",13843,
2012,"EL","PPS","MED_EI","A2_2LT65","Two adults younger than 65 years","Median equivalised income","Purchasing power standard (PPS)",11293,
2013,"EL","PPS","MED_EI","A2_2LT65","Two adults younger than 65 years","Median equivalised income","Purchasing power standard (PPS)",10301,
2014,"EL","PPS","MED_EI","A2_2LT65","Two adults younger than 65 years","Median equivalised income","Purchasing power standard (PPS)",10095,
2015,"EL","PPS","MED_EI","A2_2LT65","Two adults younger than 65 years","Median equivalised income","Purchasing power standard (PPS)",10332,
2016,"EL","PPS","MED_EI","A2_2LT65","Two adults younger than 65 years","Median equivalised income","Purchasing power standard (PPS)",10415,
2017,"EL","PPS","MED_EI","A2_2LT65","Two adults younger than 65 years","Median equivalised income","Purchasing power standard (PPS)",10263,
2018,"EL","PPS","MED_EI","A2_2LT65","Two adults younger than 65 years","Median equivalised income","Purchasing power standard (PPS)",10753,
2019,"EL","PPS","MED_EI","A2_2LT65","Two adults younger than 65 years","Median equivalised income","Purchasing power standard (PPS)",11915,
2020,"EL","PPS","MED_EI","A2_2LT65","Two adults younger than 65 years","Median equivalised income","Purchasing power standard (PPS)",11973,
2021,"EL","PPS","MED_EI","A2_2LT65","Two adults younger than 65 years","Median equivalised income","Purchasing power standard (PPS)",11619,
2022,"EL","PPS","MED_EI","A2_2LT65","Two adults younger than 65 years","Median equivalised income","Purchasing power standard (PPS)",13144,
2023,"EL","PPS","MED_EI","A2_2LT65","Two adults younger than 65 years","Median equivalised income","Purchasing power standard (PPS)",13512,
2024,"EL","PPS","MED_EI","A2_2LT65","Two adults younger than 65 years","Median equivalised income","Purchasing power standard (PPS)",15107,
2025,"EL","PPS","MED_EI","A2_2LT65","Two adults younger than 65 years","Median equivalised income","Purchasing power standard (PPS)",17173,
1995,"EL","EUR","MEAN_EI","A2_GE1_GE65","Two adults, at least one aged 65 years or over","Mean equivalised income","Euro",4788,
1996,"EL","EUR","MEAN_EI","A2_GE1_GE65","Two adults, at least one aged 65 years or over","Mean equivalised income","Euro",5394,
1997,"EL","EUR","MEAN_EI","A2_GE1_GE65","Two adults, at least one aged 65 years or over","Mean equivalised income","Euro",5486,
1998,"EL","EUR","MEAN_EI","A2_GE1_GE65","Two adults, at least one aged 65 years or over","Mean equivalised income","Euro",6086,
1999,"EL","EUR","MEAN_EI","A2_GE1_GE65","Two adults, at least one aged 65 years or over","Mean equivalised income","Euro",5961,
2000,"EL","EUR","MEAN_EI","A2_GE1_GE65","Two adults, at least one aged 65 years or over","Mean equivalised income","Euro",6766,
2001,"EL","EUR","MEAN_EI","A2_GE1_GE65","Two adults, at least one aged 65 years or over","Mean equivalised income","Euro",6598,
2003,"EL","EUR","MEAN_EI","A2_GE1_GE65","Two adults, at least one aged 65 years or over","Mean equivalised income","Euro",7995,"b"
2004,"EL","EUR","MEAN_EI","A2_GE1_GE65","Two adults, at least one aged 65 years or over","Mean equivalised income","Euro",8589,
2005,"EL","EUR","MEAN_EI","A2_GE1_GE65","Two adults, at least one aged 65 years or over","Mean equivalised income","Euro",9412,
2006,"EL","EUR","MEAN_EI","A2_GE1_GE65","Two adults, at least one aged 65 years or over","Mean equivalised income","Euro",10097,
2007,"EL","EUR","MEAN_EI","A2_GE1_GE65","Two adults, at least one aged 65 years or over","Mean equivalised income","Euro",10961,
2008,"EL","EUR","MEAN_EI","A2_GE1_GE65","Two adults, at least one aged 65 years or over","Mean equivalised income","Euro",11532,
2009,"EL","EUR","MEAN_EI","A2_GE1_GE65","Two adults, at least one aged 65 years or over","Mean equivalised income","Euro",11796,
2010,"EL","EUR","MEAN_EI","A2_GE1_GE65","Two adults, at least one aged 65 years or over","Mean equivalised income","Euro",12178,
2011,"EL","EUR","MEAN_EI","A2_GE1_GE65","Two adults, at least one aged 65 years or over","Mean equivalised income","Euro",11062,
2012,"EL","EUR","MEAN_EI","A2_GE1_GE65","Two adults, at least one aged 65 years or over","Mean equivalised income","Euro",10901,
2013,"EL","EUR","MEAN_EI","A2_GE1_GE65","Two adults, at least one aged 65 years or over","Mean equivalised income","Euro",9792,
2014,"EL","EUR","MEAN_EI","A2_GE1_GE65","Two adults, at least one aged 65 years or over","Mean equivalised income","Euro",8943,
2015,"EL","EUR","MEAN_EI","A2_GE1_GE65","Two adults, at least one aged 65 years or over","Mean equivalised income","Euro",9015,
2016,"EL","EUR","MEAN_EI","A2_GE1_GE65","Two adults, at least one aged 65 years or over","Mean equivalised income","Euro",9129,
2017,"EL","EUR","MEAN_EI","A2_GE1_GE65","Two adults, at least one aged 65 years or over","Mean equivalised income","Euro",9299,
2018,"EL","EUR","MEAN_EI","A2_GE1_GE65","Two adults, at least one aged 65 years or over","Mean equivalised income","Euro",9474,
2019,"EL","EUR","MEAN_EI","A2_GE1_GE65","Two adults, at least one aged 65 years or over","Mean equivalised income","Euro",9732,
2020,"EL","EUR","MEAN_EI","A2_GE1_GE65","Two adults, at least one aged 65 years or over","Mean equivalised income","Euro",10717,
2021,"EL","EUR","MEAN_EI","A2_GE1_GE65","Two adults, at least one aged 65 years or over","Mean equivalised income","Euro",10438,
2022,"EL","EUR","MEAN_EI","A2_GE1_GE65","Two adults, at least one aged 65 years or over","Mean equivalised income","Euro",10801,
2023,"EL","EUR","MEAN_EI","A2_GE1_GE65","Two adults, at least one aged 65 years or over","Mean equivalised income","Euro",11529,
2024,"EL","EUR","MEAN_EI","A2_GE1_GE65","Two adults, at least one aged 65 years or over","Mean equivalised income","Euro",12028,
2025,"EL","EUR","MEAN_EI","A2_GE1_GE65","Two adults, at least one aged 65 years or over","Mean equivalised income","Euro",12762,
1995,"EL","NAC","MEAN_EI","A2_GE1_GE65","Two adults, at least one aged 65 years or over","Mean equivalised income","National currency",4096,
1996,"EL","NAC","MEAN_EI","A2_GE1_GE65","Two adults, at least one aged 65 years or over","Mean equivalised income","National currency",4854,
1997,"EL","NAC","MEAN_EI","A2_GE1_GE65","Two adults, at least one aged 65 years or over","Mean equivalised income","National currency",4979,
1998,"EL","NAC","MEAN_EI","A2_GE1_GE65","Two adults, at least one aged 65 years or over","Mean equivalised income","National currency",5592,
1999,"EL","NAC","MEAN_EI","A2_GE1_GE65","Two adults, at least one aged 65 years or over","Mean equivalised income","National currency",5856,
2000,"EL","NAC","MEAN_EI","A2_GE1_GE65","Two adults, at least one aged 65 years or over","Mean equivalised income","National currency",6547,
